ladin	italian	english	resource
L bilanz de pervijion é l strument de programazion finanzièra e contabola del Comun; l cogn esser deliberà e scrit jù ti térmegn fissé da la despojizions de lege en doura e su la basa de chestes l cogn respetèr i prinzipies de la publizità, l'universalità, la veridizità, l'unità, la spezificazion, l parejament finanzièr e l balanzament economich.	Il bilancio di previsione è lo strumento di programmazione finanziaria e contabile del Comune; esso deve essere deliberato e redatto nei termini stabiliti dalle vigenti disposizioni di legge ed in conformità a queste, osservando i princìpi di pubblicità, universalità, veridicità, unità, integrità, specificazione, pareggio finanziario ed equilibrio economico. 	The budget is the financial planning and accounting tool of the municipality; it must be deliberated and drawn up within the terms established by and in accordance with the applicable legal provisions, observing the principles of publicity, universality, truthfulness, unity, integrity, specification, financial balance and economic equilibrium. 	moena
La sentèdes del Consei é de norma publiches, fora che ti caji pervedui da la lege o dal regolament olache les cogn esser declarèdes secretes.	Le sedute del consiglio comunale sono di norma pubbliche, fatta eccezione per i casi, previsti dalla legge o dal regolamento, in cui esse debbano venir dichiarate segrete.	Meetings of the municipal council are normally open to the public, with the exception of cases, provided for by law or the Rules of Procedure, in which they must be declared secret.	moena
L'ombolt vegn lità diretamenter dai litadores del Comun col sufraje universal.	Il sindaco è eletto con suffragio universale diretto dagli elettori del Comune.	The mayor is elected by direct universal suffrage by the voters of the municipality.	moena
L Consei de Comun pel ence meter a jir referendum popolères sibie de proposta sibie de consultazion en cont de problemes e argomenc de competenza locala, lascian fora i argomenc revardenc i tribuc locai, i priesc e i ac relatives a la pojizions sogetives.	Il consiglio comunale può inoltre indire referendum popolari tanto propositivi quanto consultivi su problemi e materie di competenza locale, escluse le materie attinenti ai tributi locali, alle tariffe ed atti che incidano su posizioni soggettive.	The municipal council may also call popular referendums, both propositional and consultative, on issues and matters of local competence, excluding matters relating to local taxes, rates and acts affecting subjective positions.	moena
N regolament aposta disciplinea la formes de presentazion de la domandes, i tempes e la modalitèdes organisatives de la consultazion, tegnan semper cont che vegn chiamè a litèr per l referendum demò chi scric ite te la listes litales del Comun.	Apposito regolamento disciplina le forme di presentazione delle richieste, i tempi e le modalità organizzative della consultazione, fermo restando che nel referendum sono chiamati a votare soltanto gli iscritti nelle liste elettorali del Comune. 	Special regulations govern the forms of submission of requests, the timing and organisational methods of the consultation, it being understood that only those registered in the electoral rolls of the municipality are called upon to vote in the referendum. 	moena
La domana de referendum cogn esser metuda jù a na vida chièra e da no strantener per chel che vèrda l'argoment proponet.	Il quesito referendario deve essere posto in modo chiaro ed inequivocabile in ordine all'oggetto proposto.	The referendum question must be stated clearly and unequivocally with regard to the proposed subject matter.	moena
La consulta porta inant ence azions de defendura e de promozion per la persones déboles.	La consulta promuove altresì specifiche azioni di tutela e di promozione a favore delle persone strutturalmente deboli.	The council also promotes specific protection and promotion actions in favour of the structurally weak.	fascia
Provedimenc de sdemanialisazion e de assegnazion al demanie publich.	Provvedimenti di sdemanializzazione e di assegnazione al demanio pubblico.	Decommunitisation measures and allocation to the public domain.	moena
Chest regolament pel preveder l met de envièr ite etres sogec a tor pèrt ai lurieres del Consei general, e l dèsc modalitèdes e formes per chest.	Il predetto regolamento può prevedere la possibilità di invitare altri soggetti a partecipare ai lavori del Consei general, stabilendone modalità e forme.	The aforementioned Rules of Procedure may provide for the possibility of inviting other persons to participate in the work of the Consei General, establishing the manner and form thereof.	fascia
Te tempes amò più veies, pur zenza preveder forma particolères per tor sù personèl, l'ensegnament obligatorie de na ora en setemèna de cultura ladina l'era sta metùa jirte la Scola Populères de Fascia jà dai prumes egn '70.	In tempi ancora precedenti, pur senza prevedere forme particolari di reclutamento del personale, l'insegnamento obbligatorio di un'ora settimanale di cultura ladina era stato attivato nelle Scuole Elementari di Fassa fin dai primi anni '70.	In even earlier times, although no special forms of staff recruitment were envisaged, the compulsory teaching of a weekly hour of Ladin culture had been activated in Fassa Primary Schools since the early 1970s.	intervento1
Statut del Comun general de Fascia	Statuto del Comun general de Fascia    	Statute of the Comun general de Fascia    	fascia
L projet.	Il progetto.	The project.	montipallidi
Aldò de la despojizions de l'art. 2 e al fin del svelup sozial, economich e zivil de la comunanza che l rapresentea, l Comun de Moena porta inant e l deida dò formes de colaborazion e de sociazion con de etres Comuns e Enc locai, - soraldut con chi che fèsc pèrt de val de Fascia -, con privac e sia sociazions, e ence co la Magnifica Comunità de Fiem.	In conformità a quanto stabilito dal precedente articolo 2 ed in funzione dello sviluppo sociale, economico e civile della comunità che rappresenta, il Comune di Moena promuove e favorisce forme di collaborazione ed associazione con altri Comuni ed Enti Locali, -in particolare modo con quelli appartenenti alla valle di Fassa -, con privati e loro associazioni, nonché con la Magnifica Comunità di Fiemme. 	In accordance with what is established in article 2 above and in function of the social, economic and civil development of the community it represents, the Municipality of Moena promotes and encourages forms of collaboration and association with other Municipalities and Local Authorities, - in particular with those belonging to the Fassa valley -, with private individuals and their associations, as well as with the Magnifica Comunità di Fiemme. 	moena
L'ombolt.	Il sindaco.	The mayor.	moena
Dage na man a Giacomin e a Martina a parèr demez Smok!	Aiuta Giacomino e Martina a scacciare Smok!	Help Giacomino and Martina to drive away Smok!	montipallidi
I conseieres de comun.	I consiglieri comunali.	The municipal councillors.	moena
Coche funziona.	Come funziona.	How it works.	montipallidi
Etres elemenc desmostra che l paìsc mantegnìa na pojizion particolèra tel contest de la Comunità.	Altri elementi confermano la particolare posizione occupata dal paese nel contesto comunitario.	Other elements confirm the country's special position in the EU context.	moena
La dotazions organiches, i livìe funzionai e la definizion profescionala del personal dependent.	Le dotazioni organiche, i livelli funzionali ed i profili professionali del personale dipendente.	Staff allocations, functional levels and professional profiles of employees.	moena
L'oposizion a l'implementazion del FSE coi dac e i documenc dant dai 19 de mé 2020 no la comporta deguna conseguenza per la prestazions sanitères, ma sessaben i dac sanitères luré fora dant da chel di no i sarà a la leta per i dotores e i profescionisć sanitères che, coscita, no i podarà aer duta canta la informazions che revèrda l status de sanità del pazient, che les podessa dutun esser de utol per na diagnosi coche carenea e per dèr na maor calità de cura.	L'opposizione all'alimentazione del FSE con i dati e documenti antecedenti il 19 maggio 2020 non comporta conseguenze nell'erogazione delle prestazioni sanitarie, ma i dati sanitari creati antecedentemente tale data non saranno disponibili per i medici e i professionisti sanitari che, dunque, non avranno a disposizione la completezza delle informazioni sullo stato di salute dell'assistito, potenzialmente utili per una diagnosi appropriata e una maggiore qualità della cura.	Opposition to feeding the ESF with data and documents prior to 19 May 2020 does not entail any consequences in the provision of healthcare services, but health data created prior to that date will not be available to doctors and healthcare professionals who, therefore, will not have at their disposal the complete information on the patient's state of health, potentially useful for an appropriate diagnosis and a higher quality of care.	comunicato1032
