ladin	italian	english	resource
Normez de azess ai documenc e ai prozedimenc aministratives.	Norme sull'accesso ai documenti amministrativi e sui procedimenti amministrativi. 	Rules on access to administrative documents and administrative procedures. 	moena
Per prinzip, duc chi che à enteress pel aer azess ai documenc aministratives del Comun, di enc, de la istituzions e de la aziendes dependentes. L vegn fat ecezion per chi documenc scuerc da secret o da proibizion de publicazion su la basa de la leges en forza.	In via di principio, chiunque vi abbia interesse può accedere ai documenti amministrativi del Comune, degli enti, delle istituzioni e delle aziende da esso dipendenti, fatta eccezione per quelli coperti da segreto o da divieto di divulgazione ai sensi delle leggi vigenti. 	In principle, anyone with an interest may have access to the administrative documents of the municipality, bodies, institutions and companies dependent on it, with the exception of those covered by secrecy or prohibited from disclosure under the laws in force. 	moena
N regolament aposta disciplinea la modalitèdes, la formes, l'organisazion e i caji de esclujion del derit de azess, tegnan cont di prinzipies contegnui te la leges en doura e soraldut te la lege dai 7 de aost 1990, nr 241 e te la L.R. dai 31 de messèl 1993, nr 13.	Apposito regolamento disciplina le modalità, le forme, l'organizzazione e i casi di esclusione del diritto di accesso, osservando i princìpi contenuti nelle leggi vigenti inmateria ed in particolare nella legge 7 agosto 1990, n. 241 e nella L.R. 31 luglio 1993, n.13. 	Special regulations govern the procedures, forms, organisation and cases of exclusion of the right of access, observing the principles contained in the laws in force on the subject and in particular in Law No 241 of 7 August 1990 and Regional Law No 13 of 31 July 1993. 	moena
Chisc prinzipies e normes a garanzia di deric e di enteresc di zitadins cogn vegnir respeté ence ti prozedimenc aministratives che perveit ac relatives a situazions iuridiches sogetives.	Tali norme e princìpi a garanzia dei diritti e degli interessi dei cittadini vanno osservati anche nei procedimenti amministrativi che comportano l'adozione di atti che incidono su situazioni giuridiche soggettive.	These rules and principles guaranteeing citizens' rights and interests must also be observed in administrative proceedings involving the adoption of acts affecting subjective legal situations.	moena
L regolament disciplinea avisa e met en doura la formes pervedudes da la normes de lege sorascrites per la partezipazion al prozediment, co les adatèr a la strutura organisativa del Comun e col regolèr più avisa la fissazion di térmegn che é de ùtol per serèr sù i prozedimenc.	Il regolamento disciplina nel dettaglio e dà attuazione alle forme di partecipazione al procedimento previste dalle suddette norme di legge, adeguandole alla struttura organizzativa del Comune e disciplinando in particolare la fissazione di termini congrui per la conclusione dei procedimenti.	The regulation regulates in detail and implements the forms of participation in the proceedings provided for by the aforementioned legal provisions, adapting them to the organisational structure of the municipality and regulating in particular the setting of appropriate deadlines for the conclusion of proceedings.	moena
I prozedimenc che la Jonta cognerà respetèr per chierir fora la unitèdes organisatives enciarièdes per l'enrescida e di responsàboi di prozedimenc.	I criteri cui la giunta dovrà attenersi per l'individuazione delle unità organizzative incaricate dell'istruttoria e dei responsabili dei procedimenti. 	The criteria to be adhered to by the council when identifying the organisational units in charge of the preliminary investigation and the persons responsible for proceedings. 	moena
La comunicazion scrita per i enteressé al scomenz di prozedimenc.	La comunicazione scritta agli interessati dell'avvio dei procedimenti.	Written notice to the interested parties of the commencement of proceedings.	moena
L'audizion di enteressé, sibie direta sibie tres si delegac o organisazion che soratol sia rapresentanza, tel respet del prinzip del contraditorie.	L'audizione degli interessati, tanto diretta quanto attraverso loro delegati od organizzazioni che li rappresentano, nel rispetto del principio del contraddittorio.	The hearing of the interested parties, either directly or through their delegates or organisations representing them, in compliance with the principle of adversarial debate.	moena
L'azess di enteressé ai ac del prozediment.	L'accesso degli interessati agli atti del procedimento.	Access by interested parties to procedural documents.	moena
La possiblità de fèr cordanzes che revèrda i contegnui del provediment o che vegn metù a so post, e ence la formes, la modalitèdes e la competenza a i sotescriver.	La possibilità di concludere accordi sui contenuti del provvedimento ovvero sostitutivi di esso, nonché le forme, le modalità e la competenza a stipularli.	The possibility of concluding agreements on the content of the measure or replacing it, as well as the forms, modalities and competence to conclude them.	moena
La formes, i tempes e la modalitèdes per la comunicazion ai enteressé del provediment conclusif soratout.	Le forme, i tempi e le modalità per la comunicazione agli interessati del provvedimento conclusivo adottato.	The forms, timing and modalities for notifying the interested parties of the final measure adopted.	moena
La formes de consultazion, informazion e partezipazion ti prozedimenc per sorator i ac più emportanc del Comun.	Le forme di consultazione, informazione e partecipazione nei procedimenti per l'adozione degli atti fondamentali del Comune.	The forms of consultation, information and participation in proceedings for the adoption of the fundamental acts of the municipality.	moena
I caji - apede chi pervedui da la leges en forza - olache la domandes di zitadins vegn toutes sù opura olache certa ativitèdes é da entener facoltatives, dò da na comunicazion a l'Aministrazion, per mencianza de na comunicazion de negazion, proibizion o sospenjion dant che sie fora l tèrmen pervedù dal regolament ("acort-consens").	I casi - oltre a quelli previsti dalle leggi vigenti _- in cui le istanze dei cittadini sono da intendersi accolte ovvero determinate attività sono da intendersi facoltizzate, previa comunicazione all'Amministrazione, per mancanza di alcuna comunicazione di diniego, divieto o sospensione entro il termine stabilito dal regolamento ("silenzio assenso"). 	The cases - in addition to those provided for by the laws in force _- in which citizens' requests are to be deemed granted or certain activities are to be deemed optional, subject to notification of the administration, for lack of any notice of refusal, prohibition or suspension within the time limit set by the regulation ('silence assent'). 	moena
Publicazion di ac.	Pubblicita' degli atti. 	Publicity of acts. 	moena
Tel respet de chel che perveit la normes de lege en forza revardentes l'argoment, chi ac e chi provedimenc aministratives soratouc dai Organs de Comun, e ence chi de natura desvaliva ma leé a chi cassora ajache i fèsc referiment a n prozediment, é publics.	Fermo restando quanto prevedono le norme di legge vigenti in materia, sono pubblici gli atti ed i provvedimenti amministrativi adottati dagli Organi comunali, nonché quelli di diversa natura ma ad essi conseguenti in quanto conclusivi di un procedimento. 	Without prejudice to the provisions of the laws in force on the subject, the administrative acts and measures adopted by the municipal bodies, as well as those of a different nature but consequent to them insofar as they conclude a procedure, are public. 	moena
